ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,PartOfCumulativeCountSeries,AgeRange,Subpopulation,PlaceOfAcquisition,DiagnosisCertainty,SourceName,CountValue
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2000,30/4/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2000,31/5/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2000,30/6/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2000,31/7/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2000,31/8/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2000,30/9/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2000,31/10/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2000,30/11/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2000,31/12/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2001,31/1/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,1
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2001,28/2/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,1
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2001,31/3/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2001,30/4/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,3
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2001,31/5/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,8
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2001,30/6/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,78
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2001,31/7/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,28
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2001,31/8/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2001,30/9/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,2
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2001,31/10/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,11
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2001,30/11/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,6
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2001,31/12/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,44
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2002,31/1/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,10
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2002,28/2/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2002,31/3/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2002,30/4/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,8
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2002,31/5/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,38
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2002,30/6/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2002,31/7/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2002,31/8/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,23
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2002,30/9/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2002,31/10/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2002,30/11/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2002,31/12/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,3
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2003,31/1/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2003,28/2/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,6
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2003,31/3/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,7
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2003,30/4/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2003,31/5/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2003,30/6/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,8
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2003,31/7/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2003,31/8/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,27
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2003,30/9/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,30
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2003,31/10/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,8
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2003,30/11/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,6
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2003,31/12/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2004,31/1/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,5
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2004,29/2/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,8
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2004,31/3/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,11
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2004,30/4/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,32
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2004,31/5/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,39
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2004,30/6/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,51
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2004,31/7/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,62
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2004,31/8/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,52
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2004,30/9/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,76
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2004,31/10/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,27
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2004,30/11/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,20
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2004,31/12/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2005,31/1/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2005,28/2/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,23
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2005,31/3/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,26
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2005,30/4/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,11
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2005,31/5/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2005,30/6/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,30
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2005,31/7/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,42
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2005,31/8/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,34
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2005,30/9/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,29
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2005,31/10/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,41
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2005,30/11/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,38
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2005,31/12/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,21
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2006,31/1/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2006,28/2/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2006,31/3/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,18
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2006,30/4/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,4
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2006,31/5/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2006,30/6/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,7
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2006,31/7/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,10
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2006,31/8/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,22
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2006,30/9/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,23
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2006,31/10/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2006,30/11/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,32
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2006,31/12/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,23
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2007,31/1/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,27
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2007,28/2/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2007,31/3/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2007,30/4/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,37
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2007,31/5/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,44
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2007,30/6/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,47
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2007,31/7/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,31
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2007,31/8/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,24
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2007,30/9/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,24
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2007,31/10/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,18
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2007,30/11/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2007,31/12/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2008,31/1/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2008,29/2/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,10
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2008,31/3/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,4
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2008,30/4/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,25
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2008,31/5/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2008,30/6/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2008,31/7/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2008,31/8/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2008,30/9/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2008,31/10/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,22
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2008,30/11/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2008,31/12/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,28
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2009,31/1/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2009,28/2/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,15
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2009,31/3/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,14
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2009,30/4/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,31
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2009,31/5/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,36
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2009,30/6/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,29
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2009,31/7/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,18
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2009,31/8/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,4
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2009,30/9/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,7
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2009,31/10/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2009,30/11/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2009,31/12/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,3
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/1/2010,31/1/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,9
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/2/2010,28/2/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/3/2010,31/3/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,7
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/4/2010,30/4/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,12
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/5/2010,31/5/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/6/2010,30/6/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/7/2010,31/7/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,23
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/8/2010,31/8/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,22
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/9/2010,30/9/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,33
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/10/2010,31/10/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,30
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/11/2010,30/11/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PERLIS,MY-09,NA,NA,1/12/2010,31/12/2010,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/1/1994,31/1/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,77
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/2/1994,28/2/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,49
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/3/1994,31/3/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,28
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/4/1994,30/4/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,11
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/5/1994,31/5/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/6/1994,30/6/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,44
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/7/1994,31/7/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,34
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/8/1994,31/8/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,25
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/9/1994,30/9/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,13
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/10/1994,31/10/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,11
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/11/1994,30/11/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,21
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/12/1994,31/12/1994,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,20
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,PULAU PINANG,MY-07,NA,NA,1/1/1995,31/1/1995,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,16
